书籍路径,toc.md中的标题,缺失文件的完整路径
"web-frontend/mini-rollup","MagicString 字符串操作库","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\magic-string.md"
"web-frontend/mini-rollup","代码位置映射","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\position-mapping.md"
"web-frontend/mini-rollup","多阶段 SourceMap 合并","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\combining.md"
"web-frontend/mini-rollup","sourcemap 配置选项","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\options.md"
"web-frontend/mini-rollup","sourcemapExcludeSources 排除源码","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\exclude-sources.md"
"web-frontend/mini-rollup","sourcemapPathTransform 路径转换","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\sourcemap\path-transform.md"
"web-frontend/mini-rollup","内容 Hash 计算原理","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\hash\content-hash.md"
"web-frontend/mini-rollup","Hash 占位符机制","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\hash\placeholders.md"
"web-frontend/mini-rollup","hashCharacters 字符集配置","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\hash\characters.md"
"web-frontend/mini-rollup","Rollup 缓存机制设计","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\hash\cache-design.md"
"web-frontend/mini-rollup","Watch 模式增量构建","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\hash\incremental-build.md"
"web-frontend/mini-rollup","Asset 资源发射机制","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\assets\emit-asset.md"
"web-frontend/mini-rollup","assetFileNames 资源命名","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\assets\file-names.md"
"web-frontend/mini-rollup","import.meta.ROLLUP_FILE_URL 引用","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\assets\file-url.md"
"web-frontend/mini-rollup","needsCodeReference 条件发射","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\assets\needs-reference.md"
"web-frontend/mini-rollup","prebuilt-chunk 预构建块","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\assets\prebuilt-chunk.md"
"web-frontend/mini-rollup","Watch 模式设计与实现","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\watch\design.md"
"web-frontend/mini-rollup","Watcher 类实现","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\watch\watcher.md"
"web-frontend/mini-rollup","chokidar 文件监听集成","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\watch\chokidar.md"
"web-frontend/mini-rollup","watch 配置选项","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\watch\options.md"
"web-frontend/mini-rollup","增量重建优化","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\watch\incremental-rebuild.md"
"web-frontend/mini-rollup","实战：Virtual Module Plugin","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\virtual-module.md"
"web-frontend/mini-rollup","实战：JSON Plugin","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\json-plugin.md"
"web-frontend/mini-rollup","实战：Node Resolve Plugin","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\node-resolve.md"
"web-frontend/mini-rollup","实战：CommonJS Plugin 原理","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\commonjs.md"
"web-frontend/mini-rollup","实战：Replace Plugin","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\replace.md"
"web-frontend/mini-rollup","实战：Terser Plugin 集成","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\terser.md"
"web-frontend/mini-rollup","实战：Alias Plugin","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\plugin-practice\alias.md"
"web-frontend/mini-rollup","完整版 Mini-Rollup 实现","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\full-implementation.md"
"web-frontend/mini-rollup","JavaScript API 设计","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\javascript-api.md"
"web-frontend/mini-rollup","CLI 命令行工具实现","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\cli.md"
"web-frontend/mini-rollup","rollup.rollup() 构建流程","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\rollup-rollup.md"
"web-frontend/mini-rollup","bundle.generate() 生成流程","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\bundle-generate.md"
"web-frontend/mini-rollup","bundle.write() 写入流程","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\bundle-write.md"
"web-frontend/mini-rollup","与官方 Rollup 对比分析","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\comparison.md"
"web-frontend/mini-rollup","性能优化策略","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\performance.md"
"web-frontend/mini-rollup","总结与进阶方向","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\complete\conclusion.md"
"web-frontend/mini-rollup","Rollup 配置项完整参考","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\configuration.md"
"web-frontend/mini-rollup","Plugin Hook 完整列表","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\hooks-reference.md"
"web-frontend/mini-rollup","PluginContext API 参考","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\context-api.md"
"web-frontend/mini-rollup","OutputChunk 与 OutputAsset 类型","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\output-types.md"
"web-frontend/mini-rollup","ESTree 节点类型参考","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\estree-nodes.md"
"web-frontend/mini-rollup","JSX 支持配置","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\jsx.md"
"web-frontend/mini-rollup","generatedCode 配置详解","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\generated-code.md"
"web-frontend/mini-rollup","treeshake 配置详解","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\treeshake-options.md"
"web-frontend/mini-rollup","perf 性能分析配置","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\perf.md"
"web-frontend/mini-rollup","strictDeprecations 严格废弃警告","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\strict-deprecations.md"
"web-frontend/mini-rollup","常见问题与解决方案","E:\CoderBooks\src\books\web-frontend\mini-rollup\book_zh\appendix\faq.md"
"web-frontend/mini-rxjs","Subscription 核心概念","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\subscription\subscription-concept.md"
"web-frontend/mini-rxjs","unsubscribe：资源清理与取消","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\subscription\unsubscribe.md"
"web-frontend/mini-rxjs","内存泄漏防护与最佳实践","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\subscription\memory-leak-prevention.md"
"web-frontend/mini-rxjs","startWith 与 endWith","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\combination\start-end-with.md"
"web-frontend/mini-rxjs","理解高阶 Observable","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\higher-order\understanding-higher-order.md"
"web-frontend/mini-rxjs","mergeAll：并行订阅","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\higher-order\merge-all.md"
"web-frontend/mini-rxjs","concatAll：顺序订阅","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\higher-order\concat-all.md"
"web-frontend/mini-rxjs","switchAll：切换订阅","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\higher-order\switch-all.md"
"web-frontend/mini-rxjs","exhaustAll：忽略新订阅","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\higher-order\exhaust-all.md"
"web-frontend/mini-rxjs","finalize：最终清理","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\error-handling\finalize.md"
"web-frontend/mini-rxjs","throwIfEmpty：空值错误","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\error-handling\throw-if-empty.md"
"web-frontend/mini-rxjs","tap：副作用操作","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\utility\tap.md"
"web-frontend/mini-rxjs","delay 与 delayWhen：延迟发射","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\utility\delay.md"
"web-frontend/mini-rxjs","observeOn 与 subscribeOn：调度控制","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\utility\observe-subscribe-on.md"
"web-frontend/mini-rxjs","Scheduler 核心概念","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\scheduler-concept.md"
"web-frontend/mini-rxjs","实现 Scheduler 基类","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\scheduler-class.md"
"web-frontend/mini-rxjs","asyncScheduler：异步调度","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\async-scheduler.md"
"web-frontend/mini-rxjs","queueScheduler：队列调度","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\queue-scheduler.md"
"web-frontend/mini-rxjs","asapScheduler：微任务调度","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\asap-scheduler.md"
"web-frontend/mini-rxjs","animationFrameScheduler：动画帧调度","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\animation-frame-scheduler.md"
"web-frontend/mini-rxjs","Scheduler 在操作符中的应用","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\schedulers\scheduler-in-operators.md"
"web-frontend/mini-rxjs","Marble 图解：可视化 Observable","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\testing\marble-diagrams.md"
"web-frontend/mini-rxjs","TestScheduler：时间控制测试","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\testing\test-scheduler.md"
"web-frontend/mini-rxjs","调试技巧与常见问题排查","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\testing\debugging.md"
"web-frontend/mini-rxjs","实现 HTTP 请求封装","E:\CoderBooks\src\books\web-frontend\mini-rxjs\book_zh\practice\http-client.md"
"web-frontend/mini-vitest","测试框架发展历程","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\testing-history.md"
"web-frontend/mini-vitest","Vitest 与 Jest 的对比分析","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\vitest-vs-jest.md"
"web-frontend/mini-vitest","Vitest 核心架构概览","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\vitest-architecture.md"
"web-frontend/mini-vitest","Vite 生态集成原理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\vite-integration.md"
"web-frontend/mini-vitest","项目初始化与开发环境搭建","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\project-setup.md"
"web-frontend/mini-vitest","ESM 优先设计理念","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\foundations\esm-first-design.md"
"web-frontend/mini-vitest","配置文件加载机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\config-loading.md"
"web-frontend/mini-vitest","配置解析与合并策略","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\config-resolution.md"
"web-frontend/mini-vitest","Vite 配置复用机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\vite-config-reuse.md"
"web-frontend/mini-vitest","defineConfig 类型推导","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\define-config.md"
"web-frontend/mini-vitest","环境变量处理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\environment-variables.md"
"web-frontend/mini-vitest","Project 多项目配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\configuration\projects-support.md"
"web-frontend/mini-vitest","测试文件匹配模式","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\file-patterns.md"
"web-frontend/mini-vitest","Glob 模式解析实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\glob-parsing.md"
"web-frontend/mini-vitest","include 与 exclude 规则","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\include-exclude.md"
"web-frontend/mini-vitest","Test Filtering 实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\test-filtering.md"
"web-frontend/mini-vitest","文件变更检测机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\file-change-detection.md"
"web-frontend/mini-vitest","依赖关系追踪","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\file-discovery\dependency-tracking.md"
"web-frontend/mini-vitest","ESM 模块加载器设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\esm-loader.md"
"web-frontend/mini-vitest","TypeScript 转换集成","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\typescript-transform.md"
"web-frontend/mini-vitest","JSX/TSX 处理机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\jsx-tsx-transform.md"
"web-frontend/mini-vitest","路径别名解析","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\path-aliases.md"
"web-frontend/mini-vitest","模块缓存策略","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\module-caching.md"
"web-frontend/mini-vitest","动态导入处理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\module-resolution\dynamic-imports.md"
"web-frontend/mini-vitest","Test Runner 架构设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\architecture.md"
"web-frontend/mini-vitest","测试收集阶段","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\test-collection.md"
"web-frontend/mini-vitest","测试执行调度","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\execution-scheduler.md"
"web-frontend/mini-vitest","Worker 进程管理","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\worker-management.md"
"web-frontend/mini-vitest","child_process vs worker_threads","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\process-vs-threads.md"
"web-frontend/mini-vitest","测试隔离策略","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\test-isolation.md"
"web-frontend/mini-vitest","执行结果聚合","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-runner\result-aggregation.md"
"web-frontend/mini-vitest","test/it 函数设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-function.md"
"web-frontend/mini-vitest","describe 测试套件","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\describe-suite.md"
"web-frontend/mini-vitest","test.skip 跳过测试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-skip.md"
"web-frontend/mini-vitest","test.only 独占执行","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-only.md"
"web-frontend/mini-vitest","test.todo 待办测试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-todo.md"
"web-frontend/mini-vitest","test.fails 预期失败","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-fails.md"
"web-frontend/mini-vitest","test.each 参数化测试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-each.md"
"web-frontend/mini-vitest","test.for 增强参数化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-for.md"
"web-frontend/mini-vitest","test.extend 扩展上下文","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\test-extend.md"
"web-frontend/mini-vitest","test.skipIf/runIf 条件执行","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-api\conditional-execution.md"
"web-frontend/mini-vitest","test.concurrent 并发测试","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\concurrent-tests.md"
"web-frontend/mini-vitest","describe.concurrent 并发套件","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\concurrent-suites.md"
"web-frontend/mini-vitest","test.sequential 顺序执行","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\sequential-tests.md"
"web-frontend/mini-vitest","describe.shuffle 随机顺序","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\shuffle-tests.md"
"web-frontend/mini-vitest","并发控制与资源竞争","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\concurrency-control.md"
"web-frontend/mini-vitest","maxConcurrency 配置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\max-concurrency.md"
"web-frontend/mini-vitest","fileParallelism 文件并行","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\concurrent\file-parallelism.md"
"web-frontend/mini-vitest","beforeAll 全局前置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\before-all.md"
"web-frontend/mini-vitest","afterAll 全局后置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\after-all.md"
"web-frontend/mini-vitest","beforeEach 单例前置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\before-each.md"
"web-frontend/mini-vitest","afterEach 单例后置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\after-each.md"
"web-frontend/mini-vitest","onTestFinished 测试完成回调","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\on-test-finished.md"
"web-frontend/mini-vitest","onTestFailed 测试失败回调","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\on-test-failed.md"
"web-frontend/mini-vitest","钩子执行顺序与作用域","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\execution-order.md"
"web-frontend/mini-vitest","清理函数模式","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\hooks\cleanup-pattern.md"
"web-frontend/mini-vitest","Test Context 设计理念","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\context-design.md"
"web-frontend/mini-vitest","context.expect 本地断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\local-expect.md"
"web-frontend/mini-vitest","context.skip 动态跳过","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\dynamic-skip.md"
"web-frontend/mini-vitest","Fixtures 机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\fixtures.md"
"web-frontend/mini-vitest","自定义 Context 扩展","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\custom-context.md"
"web-frontend/mini-vitest","Context 在并发测试中的应用","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\test-context\context-in-concurrent.md"
"web-frontend/mini-vitest","Expect 架构设计","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\architecture.md"
"web-frontend/mini-vitest","Chai 集成与兼容","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\chai-integration.md"
"web-frontend/mini-vitest","toBe 严格相等","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-be.md"
"web-frontend/mini-vitest","toEqual 深度相等","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-equal.md"
"web-frontend/mini-vitest","toStrictEqual 严格深度相等","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-strict-equal.md"
"web-frontend/mini-vitest","toContain 包含检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-contain.md"
"web-frontend/mini-vitest","toMatch 正则匹配","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-match.md"
"web-frontend/mini-vitest","toThrowError 异常断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-throw-error.md"
"web-frontend/mini-vitest","toBeNull/Undefined/Defined","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\null-undefined.md"
"web-frontend/mini-vitest","toBeTruthy/Falsy 布尔转换","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\truthy-falsy.md"
"web-frontend/mini-vitest","toBeGreaterThan/LessThan 数值比较","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\number-comparisons.md"
"web-frontend/mini-vitest","toBeCloseTo 浮点数比较","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\floating-point.md"
"web-frontend/mini-vitest","toHaveProperty 属性检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-have-property.md"
"web-frontend/mini-vitest","toHaveLength 长度检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-have-length.md"
"web-frontend/mini-vitest","toMatchObject 对象匹配","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\to-match-object.md"
"web-frontend/mini-vitest","expect.not 取反断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect\not-modifier.md"
"web-frontend/mini-vitest","resolves 成功解析","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\resolves.md"
"web-frontend/mini-vitest","rejects 拒绝断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\rejects.md"
"web-frontend/mini-vitest","expect.poll 轮询断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\poll.md"
"web-frontend/mini-vitest","expect.soft 软断言","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\soft-assertions.md"
"web-frontend/mini-vitest","expect.assertions 断言计数","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\assertion-count.md"
"web-frontend/mini-vitest","expect.hasAssertions 断言存在","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\async-expect\has-assertions.md"
"web-frontend/mini-vitest","toHaveBeenCalled 调用检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\to-have-been-called.md"
"web-frontend/mini-vitest","toHaveBeenCalledTimes 调用次数","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\called-times.md"
"web-frontend/mini-vitest","toHaveBeenCalledWith 参数检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\called-with.md"
"web-frontend/mini-vitest","toHaveBeenLastCalledWith 最后调用","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\last-called-with.md"
"web-frontend/mini-vitest","toHaveBeenNthCalledWith 第 N 次调用","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\nth-called-with.md"
"web-frontend/mini-vitest","toHaveReturned 返回检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\to-have-returned.md"
"web-frontend/mini-vitest","toHaveReturnedWith 返回值检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\returned-with.md"
"web-frontend/mini-vitest","toHaveResolved Promise 解析检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\mock-assertions\to-have-resolved.md"
"web-frontend/mini-vitest","expect.anything 任意值","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\anything.md"
"web-frontend/mini-vitest","expect.any 类型匹配","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\any.md"
"web-frontend/mini-vitest","expect.arrayContaining 数组包含","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\array-containing.md"
"web-frontend/mini-vitest","expect.objectContaining 对象包含","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\object-containing.md"
"web-frontend/mini-vitest","expect.stringContaining 字符串包含","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\string-containing.md"
"web-frontend/mini-vitest","expect.stringMatching 字符串匹配","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\string-matching.md"
"web-frontend/mini-vitest","expect.closeTo 近似值","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\close-to.md"
"web-frontend/mini-vitest","自定义非对称匹配器","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\asymmetric\custom-matchers.md"
"web-frontend/mini-vitest","expect.extend 机制","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\extend-mechanism.md"
"web-frontend/mini-vitest","自定义匹配器实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\custom-matchers.md"
"web-frontend/mini-vitest","TypeScript 类型扩展","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\typescript-types.md"
"web-frontend/mini-vitest","expect.addEqualityTesters","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\equality-testers.md"
"web-frontend/mini-vitest","this.utils 工具方法","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\utils.md"
"web-frontend/mini-vitest","匹配器错误信息格式化","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\expect-extend\error-formatting.md"
"web-frontend/mini-vitest","vi.fn 创建 Mock 函数","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\vi-fn.md"
"web-frontend/mini-vitest","Mock 实例数据结构","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-instance.md"
"web-frontend/mini-vitest","mock.calls 调用记录","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-calls.md"
"web-frontend/mini-vitest","mock.results 返回记录","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-results.md"
"web-frontend/mini-vitest","mock.instances 实例记录","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-instances.md"
"web-frontend/mini-vitest","mockImplementation 实现替换","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-implementation.md"
"web-frontend/mini-vitest","mockImplementationOnce 单次实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-implementation-once.md"
"web-frontend/mini-vitest","mockReturnValue 返回值设置","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-return-value.md"
"web-frontend/mini-vitest","mockResolvedValue 异步返回值","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-resolved-value.md"
"web-frontend/mini-vitest","mockRejectedValue 异步拒绝值","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-rejected-value.md"
"web-frontend/mini-vitest","mockClear/Reset/Restore","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-mock\mock-clear-reset-restore.md"
"web-frontend/mini-vitest","vi.spyOn 方法间谍","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\spy-on.md"
"web-frontend/mini-vitest","Getter/Setter 间谍","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\getter-setter-spy.md"
"web-frontend/mini-vitest","间谍与原始实现","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\spy-original.md"
"web-frontend/mini-vitest","vi.isMockFunction 类型检查","E:\CoderBooks\src\books\web-frontend\mini-vitest\book_zh\vi-spy\is-mock-function.md"
